file	line	env	title	labels	proof_after	body_start
sec_chebotarev_class_mertens_additive.tex	15	theorem	"Main Theorem II(a): class Mertens theorem under the
  stated twisted spectral gap"	thm:class-mertens-explicit;eq:class-primitive-asymptotic;eq:class-chebotarev-density;eq:class-mertens-harmonic;eq:class-mertens-constant;eq:class-mertens-base-constant;eq:class-mertens-explicit-constant;eq:class-primitive-explicit-bound	yes	 \label{thm:class-mertens-explicit} Assume that \(\lambda>1\) and \[ \eta:=\max_{\varrho\neq\mathbf 1}\rho(A_\varrho)<\lambda, \qquad \Lambda_*:=\max\{\Lambda(A),\eta,\lambda^{1/2}\}. \] If \(G\) is trivial, the maximum defining \(\eta\) is empty and \(\eta=0\). For non-trivial \(G\), this is the finite-state hypothesis certified equivalently by \Cref{prop:eta-gap-finite-state-certificate}; it is not asserted for all cocycles. Write \(\theta:=\Lambda_*/\lambda\in(0,1)\). Then, for every conjugac
sec_chebotarev_class_mertens_additive.tex	270	corollary	Logarithmic form of Main Theorem II	cor:class-mertens-log-form;eq:class-mertens-log;eq:class-mertens-log-explicit	yes	 \label{cor:class-mertens-log-form} Assume the hypotheses of \Cref{thm:class-mertens-explicit}. Then, for every conjugacy class \(C\subset G\), \begin{equation}\label{eq:class-mertens-log} \sum_{n\le N}\frac{p_{n,C}}{\lambda^n} = \frac{|C|}{|G|}\log N+\mathcal M_C(A,\tau;G)+O(N^{-1}). \end{equation} More explicitly, with the same \(\theta=\Lambda_*/\lambda\) and \(C_{\mathrm{cls}}(A,\tau;G)\) as in \Cref{thm:class-mertens-explicit}, every \(N\ge1\) satisfies \begin{equation}\label{eq:class-merte
sec_chebotarev_class_mertens_products.tex	11	lemma	Explicit product-tail bound	lem:class-euler-product-tail-bound;eq:class-product-tail-bound;eq:class-product-log-bound-input;eq:class-product-log-bound-output	yes	 \label{lem:class-euler-product-tail-bound} Assume the hypotheses of \Cref{thm:class-mertens-explicit}. For every conjugacy class \(C\subset G\), put \[ T_C(N):= \sum_{r\ge2}\frac1r\sum_{n\le N}p_{n,C}\lambda^{-rn}. \] Then \begin{equation}\label{eq:class-product-tail-bound} T_C(N)= \sum_{r\ge2}\frac{\Pi_{\mathbf1_C}(\lambda^{-r})}{r} +O(\lambda^{-N}/N), \end{equation} uniformly in \(C\). Consequently, if \begin{equation}\label{eq:class-product-log-bound-input} \sum_{n\le N}\frac{p_{n,C}}{\lambd
sec_chebotarev_class_mertens_products.tex	75	lemma	Exponentiating the class product logarithm	lem:class-product-log-to-product-error	yes	 \label{lem:class-product-log-to-product-error} Let \(a\in\RR\), \(L\in\RR\), and let \(R_N=O(N^{-1})\) be a real sequence. If a positive sequence \(Q_N\) satisfies \[ \log Q_N=-a\log N+L+R_N, \] then \[ Q_N=e^L N^{-a}\bigl(1+O(N^{-1})\bigr). \] If the implied constant in \(R_N=O(N^{-1})\) is uniform over a finite set of indices, then the resulting multiplicative error is uniform over that set. 
sec_chebotarev_class_mertens_products.tex	101	proposition	Product-tail reduction from the additive Mertens formula	prop:class-euler-product-main-chain-reduction;eq:class-euler-product-reduction-asymptotic;eq:class-euler-product-reduction-normalisation	yes	 \label{prop:class-euler-product-main-chain-reduction} Assume the hypotheses of \Cref{thm:class-mertens-explicit}. For a fixed conjugacy class \(C\), put \[ P_C(N):= \prod_{\substack{\gamma\in\cP\,:\\ |\gamma|\le N\\ \tau(\gamma)\in C}} \left(1-\lambda^{-|\gamma|}\right). \] Then the logarithmic Main Theorem~II estimate \eqref{eq:class-mertens-log}, the \(r\ge2\) product-tail identity \eqref{eq:class-product-tail-bound}, and \Cref{lem:class-product-log-to-product-error} imply \begin{equation}\la
sec_chebotarev_class_mertens_products.tex	181	proposition	Fixed-label formula for the displayed product constant	prop:class-product-internal-k-certificate;eq:class-product-internal-k-certificate	yes	 \label{prop:class-product-internal-k-certificate} Assume the hypotheses of \Cref{thm:class-mertens-explicit}. For each conjugacy class \(C\subset G\), define \begin{equation}\label{eq:class-product-internal-k-certificate} K_C^{\mathrm{int}}:= \exp\!\left( -\frac{|C|}{|G|} \left( \gamma+ \log C(A)+ \sum_{\varrho\ne\mathbf1} \chi_\varrho^\ast(C)F_\varrho(\lambda^{-1}) \right) \right). \end{equation} Then, using only the additive class-Mertens theorem \Cref{thm:class-mertens-explicit,cor:class-mer
sec_chebotarev_class_mertens_products.tex	241	proposition	Three logarithmic objects at the product constant	prop:three-logarithm-product-interface;eq:three-logarithm-product-interface	yes	 \label{prop:three-logarithm-product-interface} Assume the hypotheses of \Cref{thm:class-mertens-explicit}, and let \(\phi:G\to\CC\) be a class function orthogonal to the trivial character. The three logarithmic objects used in Main Theorem~III have the following distinct roles: \begin{center} \begin{tabular}{@{}L{0.25\textwidth}L{0.36\textwidth}L{0.29\textwidth}@{}} \toprule Object & Formula & Product-constant role \\ \midrule Periodic Artin logarithm & \(\mathcal L_\phi(z)=\sum_{r\ge1}\Pi_{\ps
sec_chebotarev_class_mertens_products.tex	384	theorem	"Main Theorem III: Adams-corrected Frobenius-class
  Euler-product constants"	thm:class-euler-product-mertens;eq:class-euler-product-def;eq:class-euler-product-asymptotic;eq:class-euler-product-k-mc;eq:class-euler-product-k-f	yes	 \label{thm:class-euler-product-mertens} Assume the hypotheses of \Cref{thm:class-mertens-explicit}, namely \(\lambda>1\) and the strict twisted spectral gap \(\eta<\lambda\). For a conjugacy class \(C\subset G\), set \begin{equation}\label{eq:class-euler-product-def} P_C(N):= \prod_{\substack{\gamma\in\cP\,:\\ |\gamma|\le N\\ \tau(\gamma)\in C}} \left(1-\lambda^{-|\gamma|}\right). \end{equation} Then \begin{equation}\label{eq:class-euler-product-asymptotic} P_C(N)=K_C\,N^{-|C|/|G|}\bigl(1+O(N^{
sec_chebotarev_class_mertens_products.tex	560	proposition	Determinant inputs for Main Theorem~III	prop:main-iii-dependency-map	yes	 \label{prop:main-iii-dependency-map} Under the hypotheses of \Cref{thm:class-euler-product-mertens}, the determinant part of the product theorem uses the following mathematical inputs and no further analytic hypotheses: \begin{enumerate}[label=\textup{(\roman*)},leftmargin=*] \item the classical Frobenius-class product layer supplies the existence of a product constant and the exponent \(|C|/|G|\); \item \Cref{lem:class-euler-product-tail-bound} converts the logarithmic class-Mertens estimate a
sec_chebotarev_class_mertens_products.tex	616	proposition	Closed fixed-label coordinate equivalence	prop:main-iii-fixed-label-proof-spine	yes	 \label{prop:main-iii-fixed-label-proof-spine} Assume the hypotheses of \Cref{thm:class-mertens-explicit}. The product constants in \Cref{thm:class-euler-product-mertens} are determined by the following three finite coordinate maps, and each arrow is reversible once the scalar normalisation \(\gamma+\log C(A)\) is fixed: \begin{enumerate}[label=\textup{(\roman*)},leftmargin=*] \item the primitive-label logarithm for a non-trivial character is the fixed-label Euler transform \[ F_\varrho(\lambda^
sec_chebotarev_class_mertens_products.tex	729	corollary	Branch-compatible finite-determinant evaluation of the product constants	cor:class-euler-product-determinant-evaluation;eq:class-euler-product-determinant-F;eq:class-euler-product-k-det-adjacent	yes	 \label{cor:class-euler-product-determinant-evaluation} Assume the hypotheses of \Cref{thm:class-mertens-explicit}. For each non-trivial \(\varrho\in\Irr(G)\), put \begin{equation}\label{eq:class-euler-product-determinant-F} \mathfrak F_\varrho:= \sum_{r,m\ge1}\frac{\mu(m)}{rm} \sum_{\substack{\pi\in\Irr(G)\\(r,m,\pi)\neq(1,1,\mathbf1)}} a_{\varrho,\pi}^{(m)} \Log\det(I-\lambda^{-rm}A_\pi)^{-1}, \end{equation} with the same deletion and Abel-path branch convention as \Cref{prop:fixed-label-deter
sec_chebotarev_class_mertens_products.tex	786	proposition	Classical layer, Adams-corrected constant, and replacement obstruction	prop:classical-layer-adams-corrected-constant-separation;eq:classical-layer-forward-calibration;eq:classical-layer-inverse-calibration;eq:classical-layer-replacement-error;eq:classical-layer-replacement-parseval	yes	 \label{prop:classical-layer-adams-corrected-constant-separation} Assume the hypotheses of \Cref{thm:class-mertens-explicit}. Fix the positive branch of the product constants in \Cref{thm:class-euler-product-mertens}, and put \[ \alpha_A:=\gamma+\log C(A). \] Then the following records are equivalent after the classical Frobenius-class product layer has supplied the exponent \(|C|/|G|\) and the existence of positive constants \((K_C)_C\): \begin{enumerate}[label=\textup{(\roman*)},leftmargin=*] 
sec_chebotarev_class_mertens_rigidity_core.tex	12	theorem	Finite determinant-coordinate rigidity for Adams-corrected constants	thm:class-product-determinant-rigidity;eq:class-product-rigidity-determinant-coordinate;eq:class-product-rigidity-d-equals-f;eq:class-product-log-vector;eq:class-product-normalisation-constraint;eq:class-product-fourier-coordinates;eq:class-product-rigidity-product-formula;eq:class-product-parseval;eq:class-product-rigidity-chart-map;eq:class-product-rigidity-chart-inverse	yes	 \label{thm:class-product-determinant-rigidity} Assume the hypotheses of \Cref{thm:class-mertens-explicit}. The input data for this rigidity statement are exactly the scalar Perron normalisation \(C(A)\), the finite character table of \(G\), the finite Adams coefficient tensors \(a_{\varrho,\pi}^{(m)}\), and the twisted determinant polynomials \(\det(I-zA_\pi)\) evaluated with the Abel branch convention of \Cref{prop:fixed-label-determinant-perron}. For every non-trivial \(\varrho\in\Irr(G)\), d
sec_chebotarev_class_mertens_rigidity_core.tex	207	corollary	Branch-compatible hyperplane classification and fixed-coordinate stability	cor:class-product-hyperplane-stability;cor:class-product-stability-scalar-independence;eq:class-product-coordinate-map;eq:class-product-coordinate-map-inverse;eq:class-product-hyperplane-expansion;eq:class-product-stability-isometry;eq:class-product-stability-forward	yes	 \label{cor:class-product-hyperplane-stability} \label{cor:class-product-stability-scalar-independence} Assume the hypotheses of \Cref{thm:class-mertens-explicit}. All determinant coordinates below are the branch-compatible finite coordinates of \Cref{prop:fixed-label-determinant-perron}: the scalar Perron coordinate is fixed by \(C(A)\), non-trivial \(rm=1\) determinant logarithms are evaluated by the stated Abel continuation, and every \(rm\ge2\) determinant logarithm is taken from the same no
sec_chebotarev_class_mertens_rigidity_core.tex	312	corollary	Assembled finite-determinant product formula and truncation	cor:assembled-adams-frobenius-product-formula;cor:assembled-adams-frobenius-product-package;eq:class-product-finite-truncation-coordinate;eq:class-product-finite-truncation-constant;eq:class-product-finite-truncation-error	yes	 \label{cor:assembled-adams-frobenius-product-formula} \label{cor:assembled-adams-frobenius-product-package} Assume the hypotheses of \Cref{thm:class-mertens-explicit}. The determinant recovery formula \eqref{eq:class-product-rigidity-product-formula} and the finite determinant evaluation of \Cref{prop:fixed-label-determinant-perron} assemble Main Theorem~III into a finite twisted-determinant computation of \((K_C)_{C\subset G}\). More concretely, for \(M\ge1\) set \begin{equation}\label{eq:clas
sec_chebotarev_class_mertens_rigidity_consequences.tex	49	proposition	Fixed-coordinate equivalence after scalar normalisation	prop:class-product-fixed-coordinate-equivalence	yes	 \label{prop:class-product-fixed-coordinate-equivalence} Under the hypotheses and notation of \Cref{thm:class-product-determinant-rigidity}, consider two finite determinant-coordinate data sets with the same finite group \(G\), the same character table and Adams tensors, the same scalar normalisation \(C(A)\), and the same normalized Abel/ordinary branch convention of \Cref{prop:fixed-label-determinant-perron}. Thus equality of a coordinate always means equality of the corresponding branch-compa
sec_chebotarev_class_mertens_rigidity_consequences.tex	103	theorem	Rank-sharp fixed-coordinate obstruction skeleton	thm:class-product-minimal-obstruction-skeleton;cor:class-product-minimal-obstruction-skeleton;eq:minimal-skeleton-product-map;eq:minimal-skeleton-rank-bound;eq:minimal-skeleton-peter-weyl-record;eq:minimal-skeleton-error-bound	yes	 \label{thm:class-product-minimal-obstruction-skeleton} \label{cor:class-product-minimal-obstruction-skeleton} Fix a finite group \(G\) and a real scalar normalisation \(\alpha\). This theorem records only the fixed-coordinate obstruction skeleton for recovering the scalar-normalised class-product vector inside the branch-compatible determinant-coordinate chart used in Main Theorem~III and in the Adams-obstruction theorem. It compares only already-proved scalar-normalised product constants after
sec_chebotarev_class_mertens_rigidity_consequences.tex	280	corollary	Artin substitution after scalar normalisation	cor:class-product-artin-obstruction-recovery;cor:class-product-artin-obstruction-readout	yes	 \label{cor:class-product-artin-obstruction-recovery} \label{cor:class-product-artin-obstruction-readout} Assume the hypotheses of \Cref{thm:class-mertens-explicit}. After the same scalar normalisation, any positive class-product vector satisfying \eqref{eq:class-product-normalisation-constraint} determines a unique zero-mean Peter--Weyl coordinate vector by \[ \widehat H(\pi) = \sum_{C\subset G}\frac{|C|}{|G|} \left(-\frac{|G|}{|C|}\log K_C-\bigl(\gamma+\log C(A)\bigr) \right)\chi_\pi(C), \qqua
sec_chebotarev_class_mertens_rigidity_consequences.tex	354	proposition	Finite determinant closure of the main constants	prop:finite-data-main-chain-closure;prop:finite-data-main-spine-closure	yes	 \label{prop:finite-data-main-chain-closure} \label{prop:finite-data-main-spine-closure} Assume \(\lambda>1\) and the twisted spectral gap \(\eta<\lambda\) of \Cref{thm:class-mertens-explicit}. Encode the finite group by its multiplication table and let the finite determinant datum be \begin{equation*} \begin{aligned} \mathfrak D(A,\tau;G):= \Bigl(&G,\ \{C\subset G\,\textup{conjugacy class}\}, (C,m)\mapsto C^m, \\ &C(A),\ \{\det(I-zA_\pi):\pi\in\Irr(G)\}\Bigr). \end{aligned} \end{equation*} Toge
sec_chebotarev_class_mertens_rigidity_consequences.tex	456	remark	Order of the finite recovery	rem:assembled-recovery-dependency-order;eq:assembled-recovery-dependency-order	no	 \label{rem:assembled-recovery-dependency-order} Under the hypotheses of \Cref{prop:finite-data-main-chain-closure}, the finite-data recovery factors through the following ordered chain: \begin{equation}\label{eq:assembled-recovery-dependency-order} \mathfrak D(A,\tau;G) \longrightarrow \mathcal O_I \longrightarrow \mathcal O_{II} \longrightarrow \mathcal O_{III}, \end{equation} where \(\mathcal O_I\) consists of the primitive Peter--Weyl coefficients and primitive class counts, \(\mathcal O_{II
sec_chebotarev_class_mertens_rigidity_consequences.tex	504	proposition	Adams correction to Frobenius-class Mertens products	prop:class-product-comparison;thm:class-product-comparison;eq:comparison-fixed-label-inverse;eq:comparison-artin-error;eq:comparison-parseval-bound	yes	 \label{prop:class-product-comparison} \label{thm:class-product-comparison} Under the hypotheses of \Cref{thm:class-euler-product-mertens}, the following assertions hold after the classical asymptotic form and the scalar base constant have been separated. For the topologically mixing SFT defined by \(A\), with finite group extension determined by \(\tau\), primitive closed orbits weighted by \(\lambda^{-|\gamma|}\), and Frobenius class restricted to a conjugacy class \(C\subset G\), the product 
sec_chebotarev_class_mertens_rigidity_consequences.tex	740	corollary	Classical-layer uniqueness of the Adams coordinate	cor:class-product-classical-layer-uniqueness	yes	 \label{cor:class-product-classical-layer-uniqueness} Assume the hypotheses of \Cref{thm:class-euler-product-mertens}, and fix the classical Frobenius-class product layer for every conjugacy class: the primitive-orbit product exists with exponent \(|C|/|G|\), and the scalar Perron normalisation is the fixed number \(\gamma+\log C(A)\). Let \(B=(B_\varrho)_{\varrho\ne\mathbf1}\) be any branch-compatible non-trivial Peter--Weyl boundary vector, and let \(K_C(B)\) be the corresponding constants fro
sec_chebotarev_class_mertens_rigidity_consequences.tex	791	proposition	Theorem-by-theorem comparison calibration	prop:theorem-by-theorem-comparison-calibration;rem:main-theorem-literature-comparison;rem:theorem-by-theorem-comparison-calibration	yes	 \label{prop:theorem-by-theorem-comparison-calibration} \label{rem:main-theorem-literature-comparison} \label{rem:theorem-by-theorem-comparison-calibration} The main theorem chain separates the classical symbolic-dynamical inputs from the finite-label determinant assertions as follows. In each item below the cited external layer is used only for the indicated existence, distribution, normalisation, or comparison context, while the stated finite-state determinant interface is proved inside the pr
sec_chebotarev_class_mertens_equivalence.tex	8	lemma	Compatibility of class Euler-product constants	lem:class-product-constant-equivalence;eq:class-product-constant-compatibility	yes	 \label{lem:class-product-constant-equivalence} Under the hypotheses of \Cref{thm:class-euler-product-mertens}, every conjugacy class \(C\subset G\) satisfies \begin{equation}\label{eq:class-product-constant-compatibility} \mathcal M_C(A,\tau;G) +\sum_{r\ge2}\frac{\Pi_{\mathbf1_C}(\lambda^{-r})}{r} = \frac{|C|}{|G|} \left( \gamma+\log C(A) +\sum_{\varrho\neq\mathbf1} \chi_\varrho^\ast(C)F_\varrho(\lambda^{-1}) \right). \end{equation} All sums in \eqref{eq:class-product-constant-compatibility} ar
sec_chebotarev_class_mertens_equivalence.tex	162	lemma	Hermitian normalisation of the class-product constant	lem:class-product-hermitian-normalisation;eq:class-product-normalisation-identity	yes	 \label{lem:class-product-hermitian-normalisation} Under the hypotheses of \Cref{thm:class-euler-product-mertens}, the \(|C|/|G|\) factor in \eqref{eq:class-euler-product-k-f} multiplies both the scalar term and every non-trivial fixed-label Fourier contribution. Equivalently, \begin{equation}\label{eq:class-product-normalisation-identity} -\log K_C = \frac{|C|}{|G|} \left( \gamma+\log C(A) +\sum_{\varrho\neq\mathbf1} \chi_\varrho^\ast(C)F_\varrho(\lambda^{-1}) \right), \end{equation} and the ex
sec_chebotarev_class_mertens_equivalence.tex	226	lemma	Positive real branch for the character formula	lem:class-product-positive-real-branch;lem:class-euler-product-real-branch;eq:class-euler-product-character-exponent	yes	 \label{lem:class-product-positive-real-branch} \label{lem:class-euler-product-real-branch} Under the hypotheses of \Cref{thm:class-euler-product-mertens}, the character sum \begin{equation}\label{eq:class-euler-product-character-exponent} \sum_{\varrho\neq\mathbf1} \chi_\varrho^\ast(C)F_\varrho(\lambda^{-1}) \end{equation} is real. Consequently the right-hand side of \eqref{eq:class-euler-product-k-f} is the ordinary positive real exponential and is equal to the positive Euler-product constant 
sec_chebotarev_class_mertens_equivalence.tex	285	lemma	Sign and normalisation conventions for \texorpdfstring{$K_C$}{KC}	lem:class-product-sign-normalisation-conventions	yes	 \label{lem:class-product-sign-normalisation-conventions} Under the hypotheses of \Cref{thm:class-euler-product-mertens}, the two displayed formulae for \(K_C\) in \eqref{eq:class-euler-product-k-mc} and \eqref{eq:class-euler-product-k-f} are identical with the following conventions: the Euler--Mascheroni term enters as \(+\gamma\) inside the bracket, the scalar reduced-determinant term enters as \(+\log C(A)\), the outer sign is the single minus sign coming from \(\log(1-x)=-\sum_{r\ge1}x^r/r\)
sec_chebotarev_class_mertens_determinants.tex	26	lemma	Singular-triple deletion and branch convention	lem:fixed-label-singular-triple-deletion;eq:fixed-label-singular-deletion-abel	yes	 \label{lem:fixed-label-singular-triple-deletion} Assume the hypotheses of \Cref{thm:class-mertens-explicit}, and fix a non-trivial irreducible representation \(\varrho\in\Irr(G)\). For \(0<t<1\), the Abel-regularized fixed-label determinant expression is \begin{equation}\label{eq:fixed-label-singular-deletion-abel} F_\varrho(t\lambda^{-1}) = \sum_{r,m\ge1}\frac{\mu(m)}{rm} \sum_{\substack{\pi\in\Irr(G)\\(r,m,\pi)\neq(1,1,\mathbf1)}} a_{\varrho,\pi}^{(m)} \Log\det(I-t^{rm}\lambda^{-rm}A_\pi)^{-1
sec_chebotarev_class_mertens_determinants.tex	102	proposition	Branch-sensitive determinant formula for fixed-label Perron values	prop:fixed-label-determinant-perron;eq:fixed-label-determinant-perron	yes	 \label{prop:fixed-label-determinant-perron} Under the hypotheses of \Cref{thm:class-mertens-explicit}, namely \(\lambda>1\) and \(\eta<\lambda\), every non-trivial \(\varrho\in\Irr(G)\) satisfies \begin{equation}\label{eq:fixed-label-determinant-perron} F_\varrho(\lambda^{-1}) = \sum_{r,m\ge1}\frac{\mu(m)}{rm} \sum_{\substack{\pi\in\Irr(G)\\(r,m,\pi)\neq(1,1,\mathbf1)}} a_{\varrho,\pi}^{(m)} \Log\det(I-\lambda^{-rm}A_\pi)^{-1}. \end{equation} The displayed right-hand side is a branch-sensitive 
sec_chebotarev_class_mertens_determinants.tex	201	corollary	Convention compatibility for Main Theorem III	cor:main-iii-convention-compatibility	yes	\label{cor:main-iii-convention-compatibility} In Main Theorem~III, the following product-constant conventions are forced and mutually compatible. \begin{enumerate}[label=\textup{(\roman*)},leftmargin=*] \item The class-indicator coefficient of a non-trivial irreducible character is \((|C|/|G|)\chi_\varrho^\ast(C)\), where \(\chi_\varrho^\ast(C)=\overline{\chi_\varrho(C)}\). \item The product constant uses the single outer minus sign in \eqref{eq:class-euler-product-k-f}, with scalar base \(\gamm
sec_chebotarev_class_mertens_determinants.tex	242	proposition	Finite determinant enclosure for fixed-label Perron constants	prop:fixed-label-perron-finite-algorithm;eq:fixed-label-algorithm-adams-coefficients;eq:fixed-label-perron-finite-algorithm-rational-tail-choice;eq:fixed-label-perron-finite-algorithm-tail-choice;eq:fixed-label-perron-finite-algorithm-truncation;eq:fixed-label-perron-finite-algorithm-error;eq:fixed-label-rational-tail-envelope;eq:fixed-label-perron-finite-algorithm-roundoff	yes	 \label{prop:fixed-label-perron-finite-algorithm} Under the hypotheses of \Cref{thm:class-mertens-explicit}, namely \(\lambda>1\) and \(\eta<\lambda\), fix a non-trivial irreducible representation \(\varrho\in\Irr(G)\) and a tolerance \(\epsilon>0\). There is a deterministic finite enclosure, computed only from the twisted determinant polynomials and finite character data in \textup{(a)}, which returns an explicit finite determinant sum \(F_\varrho^{(M)}\) and a verified radius \(E_M\le\epsilon\
sec_chebotarev_class_mertens_determinants.tex	441	corollary	Boundary determinant convention for Main Theorem III	cor:main-iii-boundary-determinant-convention	yes	 \label{cor:main-iii-boundary-determinant-convention} Every determinant logarithm entering the Main Theorem~III product constants through the fixed-label coordinates satisfies exactly one of the following mutually exclusive alternatives: \begin{enumerate}[label=\textup{(\roman*)},leftmargin=*] \item it is the scalar Perron triple \((r,m,\pi)=(1,1,\mathbf1)\), and it is deleted before any boundary evaluation is made; \item it has \(rm=1\) and \(\pi\ne\mathbf1\), and its value is the Abel continua
sec_chebotarev_class_mertens_determinants.tex	489	proposition	Finite branch--tail enclosure criterion	prop:fixed-label-branch-tail-record;prop:fixed-label-branch-tail-ledger	yes	 \label{prop:fixed-label-branch-tail-record} \label{prop:fixed-label-branch-tail-ledger} Assume the hypotheses of \Cref{thm:class-mertens-explicit}, fix \(\varrho\ne\mathbf1\), and consider finite enclosure data for \(F_\varrho(\lambda^{-1})\). The enclosure is justified by the determinant data if and only if the following finite verification conditions all hold. \begin{enumerate}[label=\textup{(\roman*)},leftmargin=*] \item The deleted set is exactly \(\{(1,1,\mathbf1)\}\), and its coefficient 
sec_chebotarev_class_mertens_determinants.tex	606	corollary	Finite rational enclosures for the product constants	cor:fixed-label-product-rational-enclosures	yes	\label{cor:fixed-label-product-rational-enclosures} Under the hypotheses of \Cref{thm:class-euler-product-mertens}, hence in particular \(\lambda>1\) and \(\eta<\lambda\), fix for every non-trivial irreducible representation \(\varrho\) finite data consisting of the model data, rational tail data \((C_\varrho,Q_\varrho,\theta_\varrho,M_\varrho)\), all Adams coefficients \(a_{\varrho,\pi}^{(m)}\) with \(rm\le M_\varrho\), the branch-tagged determinant-logarithm enclosures for all non-deleted trip
sec_chebotarev_class_mertens_determinants.tex	718	corollary	Rigidity of the Adams-corrected class-product constants	cor:class-product-constant-rigidity;eq:class-product-normalised-log-vector;eq:class-product-rigidity-forward;eq:class-product-rigidity-hyperplane;eq:class-product-rigidity-parseval;eq:class-product-rigidity-inverse	yes	 \label{cor:class-product-constant-rigidity} Assume the hypotheses of \Cref{thm:class-mertens-explicit}. For each conjugacy class \(C\subset G\), let \(K_C\) be the positive constant in \Cref{thm:class-euler-product-mertens}, and set \begin{equation}\label{eq:class-product-normalised-log-vector} \mathfrak K(C) := -\frac{|G|}{|C|}\log K_C-\bigl(\gamma+\log C(A)\bigr). \end{equation} Then, as a structural consequence of the Adams-corrected constant formula and finite character Fourier inversion, t
sec_chebotarev_class_mertens_determinants.tex	844	proposition	Lower-order-tail stability of the Perron-point constants	prop:main-chain-secondary-noninterference;eq:secondary-noninterference-refined-count;eq:secondary-noninterference-refined-sum;eq:secondary-noninterference-mc;eq:secondary-noninterference-k	yes	 \label{prop:main-chain-secondary-noninterference} Assume the hypotheses of \Cref{thm:class-mertens-explicit}. The constants in Main Theorems~II--III depend only on the Perron-boundary determinant coordinates. Lower-order exponential contributions with vanishing compensated weighted sums do not change those constants. More precisely, let finitely many complex numbers of modulus strictly smaller than \(\lambda\) be arranged in class-function exponential sums \(S_C(n)\), and suppose that the weigh
sec_chebotarev_class_mertens_determinants.tex	938	remark	Classical leading terms	rem:class-mertens-comparison	no	 \label{rem:class-mertens-comparison} The leading terms are the classical ones recalled before Main Theorem~III: the Frobenius-density logarithm \(\frac{|C|}{|G|}\log N\) and product exponent \(N^{-|C|/|G|}\) are not rebranded here. The determinant-side statements in this block determine the classwise constants \(\mathcal M_C(A,\tau;G)\) and \(K_C\) from the branch-compatible fixed-label coordinates after those leading terms have been separated. The retained finite-enclosure and coordinate-rigid
sec_chebotarev_class_mertens_obstruction.tex	10	theorem	Adams obstruction criterion for class-product constants	thm:adams-obstruction-class-product;eq:naive-artin-class-product-constant;eq:adams-obstruction-ratio;eq:adams-obstruction-class-function	yes	 \label{thm:adams-obstruction-class-product} Assume the hypotheses of \Cref{thm:class-mertens-explicit}. The true class-product constant is the fixed-label Euler-transform constant of \Cref{thm:class-euler-product-mertens}. To measure the failure of the periodic Artin logarithm to govern primitive-label Euler products, define the naive Artin replacement constant \begin{equation}\label{eq:naive-artin-class-product-constant} K_C^{\mathrm{Art}} := \exp\!\left( -\frac{|C|}{|G|} \left( \gamma+\log C(
sec_chebotarev_class_mertens_obstruction.tex	94	theorem	Branch-compatible determinant readout for Main Theorem III	thm:main-iii-certificate-chain;eq:main-iii-certificate-k-readout;eq:main-iii-certificate-inverse-readout;eq:main-iii-certificate-parseval	yes	 \label{thm:main-iii-certificate-chain} Assume the hypotheses of \Cref{thm:class-mertens-explicit}. Fix the scalar normalisation \(\alpha_A:=\gamma+\log C(A)\), the positive logarithm branch, and the Abel determinant convention of \Cref{prop:fixed-label-determinant-perron}. For every non-trivial irreducible representation set \[ \mathfrak D_\varrho := \sum_{r,m\ge1}\frac{\mu(m)}{rm} \sum_{\substack{\pi\in\Irr(G)\\(r,m,\pi)\neq(1,1,\mathbf1)}} a_{\varrho,\pi}^{(m)} \Log\det(I-\lambda^{-rm}A_\pi)^
sec_chebotarev_class_mertens_obstruction.tex	279	corollary	Downstream product-constant Adams obstruction norm	thm:adams-obstruction-bound;cor:adams-obstruction-bound;thm:adams-obstruction-budget;cor:adams-obstruction-budget;eq:adams-obstruction-bound-zero-mean;eq:adams-obstruction-bound-forward;eq:adams-obstruction-bound-parseval;eq:adams-obstruction-bound-sup-lower-bound;eq:adams-obstruction-bound-lower-bound	yes	 \label{thm:adams-obstruction-bound} \label{cor:adams-obstruction-bound} \label{thm:adams-obstruction-budget} \label{cor:adams-obstruction-budget} Assume the hypotheses and notation of \Cref{thm:adams-obstruction-class-product}. This is a Parseval statement for the product constants of the present finite-state extension: it decomposes the classwise error caused by replacing fixed primitive labels with periodic Artin logarithms, and it supplies the quantitative interface used by the finite \(S_3\
sec_chebotarev_class_mertens_obstruction.tex	397	remark	Obstruction refinements		no	" Under the hypotheses of \Cref{thm:class-euler-product-mertens}, the core Main Theorem~III data consist of the Frobenius-class product asymptotic, the fixed-label constants \(K_C\), the finite determinant evaluation of \(F_\varrho(\lambda^{-1})\), and the Adams--M\""obius obstruction to the naive Artin substitution. The fixed-coordinate fibre corollary \Cref{cor:class-product-minimal-obstruction-skeleton} and the Parseval bound of \Cref{cor:adams-obstruction-bound} are determined functorially by "
