file	line	env	label	title	section	snippet
main.tex	4190	corollary	cor:finite-record-gate-soundness-boundary	Finite-record boundary for external gate soundness	Abstract finite-record interface	\label{cor:finite-record-gate-soundness-boundary} Under the hypotheses of the finite-record interface theorem, Theorem~\ref{thm:publication-safety-interface}, the publication-safety conclusion is invariant under replacement of the surrounding implementation by any other implementation with the same submitted acceptance entries, evidence surfaces, promotion fields, discovery-interface rows, and evidence-level boundaries. Therefore the theorem cannot be used, without an additional submitted record
main.tex	4237	theorem	thm:implementation-soundness-extension-criterion	Boundary extension criterion for implementation-soundness readings	Abstract finite-record interface	\label{thm:implementation-soundness-extension-criterion} Fix the dispatch table $\Gamma$ and the finite certificate schema of Proposition~\ref{prop:finite-certificate-schema-verifier}. A reading of a load-bearing package claim as an implementation-soundness claim is accepted by the same publication-safety interface if and only if the submitted finite record surface is enlarged by an implementation-soundness extension record \[ \mathsf{Impl}(c)=(K^{\mathrm{impl}},E^{\mathrm{impl}},R^{\mathrm{impl
main.tex	4323	corollary	cor:submitted-gate-implementation-contract-dichotomy	Submitted gate-implementation contract dichotomy	Abstract finite-record interface	\label{cor:submitted-gate-implementation-contract-dichotomy} Fix the package ledger $L$, support surface $S$, and dispatch table $\Gamma$ of the publication-safety interface. A claim that the actual gate-producing daemons or human workflow of the package satisfy record-gate soundness is accepted by the theorem chain of this paper only in the following submitted-form case: the package includes a finite implementation contract \[ \mathsf{GateImpl}(P)=(I,E_I,R_I,B_I) \] where $I$ names the gate-pro
main.tex	4372	theorem	thm:external-interface-projection-no-free-upgrade	External-interface projection and no-free-implementation upgrade	Abstract finite-record interface	\label{thm:external-interface-projection-no-free-upgrade} Fix a package $P$, submitted surface $S$, acceptance ledger $L$, and dispatch table $\Gamma$. Let $\pi(P,S,L,\Gamma)$ be the finite record projection that retains only the fields read by the certificate schema: claim kinds, evidence levels, submitted evidence pointers, human-promotion fields, assigned passing gate rows, discovery-interface rows, and command-boundary tuples. Then the following are equivalent for the publication-safety conc
main.tex	4472	proposition	prop:current-package-acceptance-certificate-ledger	Current-package acceptance and certificate ledger	Primary-claim inventory audit	\label{prop:current-package-acceptance-certificate-ledger} Let $P^{+}$ be the finite current package consisting of the primary source \path{submission_abstract.tex}, this supplement \path{main.tex}, and, under the exact-or-archive-equivalent support-surface condition of Proposition~\ref{audit:review-bundle-availability-condition}, \path{review_bundle/REVIEW_BUNDLE_MANIFEST.json}, together with \path{review_bundle/certificate_schema.json}, \path{review_bundle/current_package_pass_records.json}, \
main.tex	4582	theorem	thm:current-package-certificate-exactness	Current-package bounded schema-relative certificate exactness	Current-package instantiation	\label{thm:current-package-certificate-exactness} For the six-row finite current-package state $P^{+}_{6}$ of Proposition~\ref{prop:current-package-acceptance-certificate-ledger}, assume the support-surface availability condition of Theorem~\ref{thm:final-support-surface-closure}: the submitted supplemental material contains the exact \path{review_bundle/} directory with \path{review_bundle/FINAL_DIGESTS_SHA256.md}, with refreshed digest rows and rerun finite-verifier logs for every named bundle
main.tex	4706	theorem	thm:manual-ledger-dependence-boundary	Ledger dependence and semantic extractor-completeness boundary	Current-package instantiation	\label{thm:manual-ledger-dependence-boundary} For the current package, the exactness assertions in Proposition~\ref{prop:current-package-acceptance-certificate-ledger}, Theorem~\ref{thm:current-package-certificate-exactness}, and Theorem~\ref{thm:theorem-obligation-ledger-boundary} are exactly finite-record claims over the displayed ledger rows, the submitted theorem-obligation inventory, and the syntactic theorem-environment extractor certificate of Theorem~\ref{thm:deterministic-theorem-enviro
main.tex	4785	corollary	cor:row-frozen-current-package-invariance	Row-frozen current-package invariance	Current-package instantiation	\label{cor:row-frozen-current-package-invariance} Under the support-surface hypotheses of Theorem~\ref{thm:current-package-certificate-exactness}, the current-package acceptance decision factors through the six displayed rows \(a_1,\ldots,a_6\) and their certificate fields only. Any two ambient repository, daemon, artifact, or venue states that induce the same six tuples \(\mathcal C(a_i)=(K_i,\ell_i,E_i,H_i,R_i,D_i,B_i)\), the same submitted support surface, and the same verifier log path induc
main.tex	4827	theorem	thm:current-package-extension-coordinate-rigidity	Current-package extension-coordinate rigidity	Current-package instantiation	\label{thm:current-package-extension-coordinate-rigidity} Assume the support-surface hypotheses of Theorem~\ref{thm:current-package-certificate-exactness}. Let \(P^{+}_{6}\) be the accepted six-row current-package state and let \(F_{6}\) be its finite schema projection: the row identifiers \(a_1,\ldots,a_6\), their tuples \(\mathcal C(a_i)=(K_i,\ell_i,E_i,H_i,R_i,D_i,B_i)\), the submitted support surface, the fixed dispatch table, and the recorded verifier log. Then \(F_{6}\) is the largest curr
main.tex	4920	theorem	thm:current-package-semantic-non-escalation	Current-package semantic non-escalation	Current-package instantiation	\label{thm:current-package-semantic-non-escalation} Let $P^{+}_{6}$ be the six-row current-package state of Theorem~\ref{thm:current-package-certificate-exactness}, and assume the same support-surface availability condition. For each accepted row $a_i$ with certificate \(\mathcal C(a_i)=(K_i,\ell_i,E_i,H_i,R_i,D_i,B_i)\), the following are equivalent for any proposed stronger reading $a_i^{+}$ of the same manuscript row. \begin{enumerate} \item $a_i^{+}$ is accepted by the finite-record safety i
main.tex	4986	theorem	thm:named-boundary-positive-coordinate-classification	Named boundary positive-coordinate classification	Current-package instantiation	\label{thm:named-boundary-positive-coordinate-classification} Assume the support-surface hypotheses of Theorem~\ref{thm:current-package-certificate-exactness}. Let $F_{6}$ be the finite six-row projection of Theorem~\ref{thm:current-package-extension-coordinate-rigidity}. Consider a proposed strengthened reading of one of the following six boundary interfaces: \begin{enumerate} \item reading Theorem~\ref{thm:publication-safety-interface} as end-to-end correctness of the AI-assisted workflow rath
main.tex	5096	corollary	cor:current-package-path-verified-instantiation	Current package path-verified instantiation	Current-package instantiation	\label{cor:current-package-path-verified-instantiation} For the current presentation package, let $P$ be the finite package consisting of the primary source \path{submission_abstract.tex}, this supplement \path{main.tex}, and the exact-or-archive-equivalent review-bundle support surface of Proposition~\ref{audit:review-bundle-availability-condition}, together with the executable certificate records named in Proposition~\ref{prop:machine-readable-certificate-records}. Root-level workflow diagnost
main.tex	5199	lemma	lem:gate-witness-criterion	Gate-witness criterion	Case-study witness protocol	\label{lem:gate-witness-criterion} A case record is a historical path-verified witness for the safety interface when it names the source or artifact snapshot surface, the invariant that failed, the gate decision recorded for that snapshot, and the safe manuscript lesson. Under the finite-record interface theorem, Theorem~\ref{thm:publication-safety-interface}, such a witness can support a case-study claim about the recorded historical gate surface, but not a stronger command-run, benchmark, live
main.tex	5224	proposition	prop:path-complete-case-witnesses	Path-complete case witnesses	Case-study witness protocol	\label{prop:path-complete-case-witnesses} Suppose a case-study row is used as load-bearing evidence for the finite-record interface theorem, Theorem~\ref{thm:publication-safety-interface}. If the row is path-complete in the sense above, then the row supplies exactly the evidence surface required for a path-verified historical snapshot case claim and no evidence surface for a fresh daemon, full-source, theorem-content, artifact-suite, benchmark, or semantic-substrate rerun. In fact every accepted
main.tex	5352	proposition	prop:review-bundle-case-snapshot-coverage	Review-bundle case-snapshot coverage	Case studies	\label{prop:review-bundle-case-snapshot-coverage} For the four case-study rows in Table~\ref{tab:case-witnesses}, the review bundle contains a finite external-review surface for every local case path used by the paper. The Newmath block has two local paths, the upper-fibers block has five local paths, the fake-extension block has two local paths, and the Rule110 block has four local paths, for thirteen local-path strings after resolving this paper's relative \path{ARTIFACT_INVENTORY.md} to its a
main.tex	5411	theorem	thm:case-witness-skeleton-rigidity	Case-witness skeleton rigidity	Case studies	\label{thm:case-witness-skeleton-rigidity} Let \(r\) be one of the four case-study rows in Table~\ref{tab:case-witnesses}, and assume the path-completeness and review-bundle coverage conclusions of Propositions~\ref{prop:path-complete-case-witnesses} and \ref{prop:review-bundle-case-snapshot-coverage}. Then the accepted information carried by \(r\) is exactly one of the following four skeleton lessons and no other reproducibility or semantic-validation lesson: \begin{enumerate} \item a promotion
main.tex	5554	proposition	audit:fresh-venue-record-criterion	Fresh venue-record criterion	Primary--supplement interface	\label{audit:fresh-venue-record-criterion} Assume that, immediately before the actual upload action or at a time explicitly recorded as unchanged for that action, the final submitted support surface contains either the venue-check record \path{VENUE_CHECK.md} and log \path{VENUE_CHECK_RUN_2026-06-04.log}, the later local-date rerun log \path{review_bundle/VENUE_BIBLIOGRAPHY_LIVE_CHECK_2026-06-09.log}, or an archive-equivalent replacement naming the same checked URLs, observation time, route rule
main.tex	5597	theorem	thm:venue-rule-freshness-non-escalation	Venue-rule freshness non-escalation	Primary--supplement interface	\label{thm:venue-rule-freshness-non-escalation} Let $U$ be the finite dated venue record consisting of the official call URL, the submission-form URL, the style-guideline URL, the observation date and time, the HTTP-status run witness \path{VENUE_CHECK_RUN_2026-06-04.log} or the later rerun witness \path{review_bundle/VENUE_BIBLIOGRAPHY_LIVE_CHECK_2026-06-09.log}, the observed route class, page limit, proceedings boundary, deadline, supplement access rule, and the local witness rows in Table~\re
main.tex	5641	corollary	cor:historical-venue-record-non-escalation	Historical venue record non-escalation	Primary--supplement interface	\label{cor:historical-venue-record-non-escalation} The venue check recorded at \path{VENUE_CHECK_RUN_2026-06-04.log}, with local observation time \path{2026-06-04 10:15 Asia/Singapore}, is a historical venue record. For the present post-2026-06-04 source state it is superseded, for local readiness only, by the rerun log \path{review_bundle/VENUE_BIBLIOGRAPHY_LIVE_CHECK_2026-06-09.log} and its companion record \path{review_bundle/VENUE_BIBLIOGRAPHY_LIVE_CHECK_2026-06-09.md}, whose local observati
main.tex	5671	corollary	cor:upload-time-venue-compliance-record-requirement	Upload-time venue-compliance record requirement	Primary--supplement interface	\label{cor:upload-time-venue-compliance-record-requirement} The logs \path{VENUE_CHECK_RUN_2026-06-04.log} and \path{review_bundle/VENUE_BIBLIOGRAPHY_LIVE_CHECK_2026-06-09.log} are dated local-readiness records. For the current package they certify only the venue rule state observed at their recorded observation times. The current source package contains no EasyChair upload receipt, no completed-upload timestamp, and no finite statement tying a completed upload to the unchanged venue-rule state;
main.tex	5720	proposition	prop:round-five-venue-record-instantiation	Round-five venue-record instantiation	Primary--supplement interface	\label{prop:round-five-venue-record-instantiation} The files \path{review_bundle/VENUE_BIBLIOGRAPHY_LIVE_CHECK_2026-06-09.log} and \path{review_bundle/VENUE_BIBLIOGRAPHY_LIVE_CHECK_2026-06-09.md} instantiate the dated local-readiness branch required by Corollary~\ref{cor:upload-time-venue-compliance-record-requirement}. Their finite fields are the command \path{PowerShell Invoke-WebRequest against CICM route pages and bibliography authority pages}, environment \path{Windows PowerShell 5.1 from p
main.tex	5771	proposition	audit:venue-submission-pack-gate	Venue-submission pack gate	Primary--supplement interface	\label{audit:venue-submission-pack-gate} Assume only the dated venue-rule records currently named in this source package, with no upload receipt, no completed-upload timestamp, no archive-equivalent locator, and no unchanged-rule statement for a completed upload. Then the current package is submission-pack ready for this route only as a local pre-upload checklist exactly when the finite gate in Table~\ref{tab:venue-submission-pack-gate} passes: the primary artifact is the two-page-plus-bibliogra
main.tex	5842	proposition	audit:submission-artifact-role-separation	Submission artifact role separation	Primary--supplement interface	\label{audit:submission-artifact-role-separation} For the current presentation-only route, the primary artifact, long technical supplement, and review bundle have distinct review roles. The primary source \path{submission_abstract.tex} states the presentation claim, \path{main.tex} proves the long-form interface theorems and records the case tables, and \path{review_bundle/} supplies the supplemental source snapshots, case snapshots, and machine-readable manifest rows. None of these roles conver
main.tex	5934	proposition	prop:formal-source-gate-instantiation	Formal-source gate instantiation	Primary--supplement interface	\label{prop:formal-source-gate-instantiation} For the current presentation package, the Lean-facing assertions in rows \path{pc3} and \path{pc4} of Table~\ref{tab:primary-claim-inventory} are accepted only as bounded contextual interfaces, not as accepted formal-source claims. The accepted certificate surface is the traceability row $a_1$, the fake-extension boundary row $a_5$, Table~\ref{tab:source-interface-record}, \path{source_interface_record.json}, \path{review_bundle/primary_claim_invento
main.tex	6001	theorem	thm:formal-source-promotion-obstruction	Formal-source promotion obstruction	Primary--supplement interface	\label{thm:formal-source-promotion-obstruction} In the current presentation package, no manuscript sentence about the Lean/BEDC source interface can be promoted from bounded contextual interface evidence to an accepted formal-source claim unless the certificate is enlarged by an accepted formal-source row containing build-gate and axiom-purity-gate pass records. If a fresh execution reading is also asserted, the certificate must additionally contain the command, source commit or final package di
main.tex	6042	theorem	thm:evidence-level-overclaim-obstruction	Evidence-level overclaim obstruction	Primary--supplement interface	\label{thm:evidence-level-overclaim-obstruction} Fix the certificate schema, dispatch function, and evidence-level vocabulary of this paper. Let $c$ be a load-bearing claim whose accepted certificate has level path-verified and whose boundary field $B$ records that no command-run assertion is made. Then every stronger reading of $c$ that asserts any of the following additional conclusions is rejected by the finite schema verifier: \begin{enumerate} \item external gate soundness for an arbitrary 
main.tex	6117	theorem	thm:finite-witness-manifest-record-interface	Finite-witness manifest-bounded record interface	Primary--supplement interface	\label{thm:finite-witness-manifest-record-interface} This theorem is a manifest-bounded finite-record interface instance of Theorem~\ref{thm:evidence-level-overclaim-obstruction}: it records only the bounded manifest/evaluator coordinates that may be checked, and it rejects stronger artifact readings unless the package supplies the additional finite records required for them, such as semantic-validation pass records or fresh rerun logs. The interface domain is the finite set \[ \mathcal M_{a_6}=
main.tex	6237	proposition	prop:artifact-validation-gate-unique-semantic-upgrade	Artifact-validation gate is the unique semantic upgrade	Primary--supplement interface	\label{prop:artifact-validation-gate-unique-semantic-upgrade} For a finite-witness artifact claim certified through the manifest-bounded coordinate set $\mathcal M_{a_6}$ of Theorem~\ref{thm:finite-witness-manifest-record-interface}, any strengthening to dynamic artifact semantics, unbounded evaluator correctness, or semantic Rule110/GroundCompiler validity factors through a separate artifact-validation gate. Such a gate must add, at minimum, the evaluator contract, the artifact bytes or manifes
main.tex	6276	corollary	cor:artifact-semantic-validity-boundary	Artifact semantic-validity boundary for finite witnesses	Primary--supplement interface	\label{cor:artifact-semantic-validity-boundary} Let $c$ be a finite-witness artifact claim in the current package whose accepted certificate uses the artifact row $a_6$, and let $\mathcal M_{a_6}$ be the manifest-bounded coordinate set of Theorem~\ref{thm:finite-witness-manifest-record-interface}. If a proposed stronger reading $c^{\mathrm{sem}}$ asserts semantic validity of the unbounded Rule110/GroundCompiler artifact, semantic correctness of a dynamic evaluator, or artifact validity beyond th
main.tex	6369	theorem	thm:primary-to-support-dependency-completeness	Primary-to-support dependency completeness	Primary--supplement interface	\label{thm:primary-to-support-dependency-completeness} Assume that the primary presentation source \path{submission_abstract.tex}, the technical supplement \path{main.tex}, the primary-claim inventory \path{review_bundle/primary_claim_inventory.json}, and the support map in Table~\ref{tab:primary-claim-support-map} are included in the same finite support surface. Then every load-bearing primary row \path{pc1},\ldots,\path{pc12} factors through one of the support classes displayed in Table~\ref{t
main.tex	6437	proposition	prop:primary-claim-row-classification	Primary-claim conditional inventory-audit classification	Primary--supplement interface	\label{prop:primary-claim-row-classification} Assume the current primary source \path{submission_abstract.tex} is the submitted primary artifact, the twelve-row inventory \path{review_bundle/primary_claim_inventory.json} is supplied with the review bundle or an accepted archive-equivalent support surface, and the finite manual inventory audit has identified \path{pc1},\ldots,\path{pc12} as the load-bearing primary assertions. Then the current primary-claim inventory is complete for the short pre
main.tex	6502	proposition	prop:primary-inventory-freshness-criterion	Primary-inventory freshness criterion	Primary--supplement interface	\label{prop:primary-inventory-freshness-criterion} Let $S$ be a later edited version of \path{submission_abstract.tex}, and let $I$ be a primary-claim inventory with rows of the same form as \path{review_bundle/primary_claim_inventory.json}: each row gives a location in $S$, a claim text or bounded paraphrase, a row status, a certificate surface, and an evidence level. Suppose a manual claim audit of $S$ produces a finite list of load-bearing assertions and verifies the following three condition
main.tex	6574	proposition	prop:primary-supplement-interface-map	Primary--supplement interface map	Primary--supplement interface	\label{prop:primary-supplement-interface-map} Every load-bearing claim made in the current primary artifact \path{submission_abstract.tex} is certified by an explicit supplement theorem, table row, or manifest row at a declared evidence level. The certification map is Table~\ref{tab:submission-interface-map}, refined by Table~\ref{tab:primary-claim-inventory}, and mirrored in the \path{submission_interface_map} field of \path{review_bundle/REVIEW_BUNDLE_MANIFEST.json} and the file \path{review_b
main.tex	6823	theorem	thm:exact-inclusion-support-surface-realization	Exact-inclusion support-surface realization	Review-bundle and archive-equivalence condition	\label{thm:exact-inclusion-support-surface-realization} For the current package the selected support branch is exact supplemental inclusion of \path{review_bundle/}, but this branch remains conditional until an external upload-or-archive instantiation record exists. If the completed submission contains that directory, together with \path{theorem_inventory.json} and \path{theorem_inventory.md}, and those three support surfaces match the post-inventory digest rows listed in \path{review_bundle/FIN
main.tex	6867	theorem	thm:public-branch-archive-equivalent-realization	Public branch archive-equivalent locator criterion	Review-bundle and archive-equivalence condition	\label{thm:public-branch-archive-equivalent-realization} Let $L$ be the public automath branch/path coordinate recorded in \path{review_bundle/REVIEW_BUNDLE_MANIFEST.json} and in \cite{auditable-pipeline-review-bundle}. If $L$ contains \path{theorem_inventory.json}, \path{theorem_inventory.md}, and the regular files under \path{review_bundle/} with the same relative paths and the SHA--256 rows printed in \path{review_bundle/FINAL_DIGESTS_SHA256.md}, and if $L$ is pinned by commit or immutable re
main.tex	6929	corollary	cor:submission-time-support-instantiation-test	Submission-time support instantiation test	Review-bundle and archive-equivalence condition	\label{cor:submission-time-support-instantiation-test} For a completed presentation-only submission, the bundle-backed and venue/bibliography-backed claims in this package instantiate external support if and only if the submitted support surface contains one of the following finite normal forms: \begin{enumerate} \item exact inclusion of \path{theorem_inventory.json}, \path{theorem_inventory.md}, and \path{review_bundle/}, with \path{review_bundle/FINAL_DIGESTS_SHA256.md} regenerated after the i
main.tex	6983	theorem	thm:final-support-surface-closure	Final support-surface closure	Review-bundle and archive-equivalence condition	\label{thm:final-support-surface-closure} For the current package, using Proposition~\ref{prop:final-package-shape-convention}, Audit record~\ref{prop:exact-review-bundle-upload-witness}, and Theorem~\ref{thm:exact-inclusion-support-surface-realization}, the bundle-backed claims in this supplement are admissible at the stated path-verified evidence level exactly when the submitted supplemental material contains the exact directory \path{review_bundle/} whose final packaging record is \path{revie
main.tex	7105	theorem	thm:workspace-final-package-reconciliation	Workspace-to-final-package reconciliation	Review-bundle and archive-equivalence condition	\label{thm:workspace-final-package-reconciliation} Let $D_0$ be the digest manifest \path{review_bundle/FINAL_DIGESTS_SHA256.md}, and let $H_i$ denote the source state printed in verifier log $i$. The source-state claim made in Audit record~\ref{prop:final-immutable-package-state-certificate} is the finite package claim consisting of these recorded pairs $(H_i,D_0)$, not a claim that every later reviewer checkout, editor workspace, or post-packaging working tree has Git \path{HEAD} equal to a si
main.tex	7198	theorem	thm:support-surface-normal-form	Support-surface normal form for bundle-backed claims	Review-bundle and archive-equivalence condition	\label{thm:support-surface-normal-form} For the current presentation package, every accepted use of a bundle-backed certificate coordinate is in exactly one of the following normal forms. \begin{enumerate} \item \emph{Exact inclusion}: an external upload or submission receipt records that the submitted support surface contains the exact \path{review_bundle/} directory whose certificate-file bytes match \path{review_bundle/FINAL_DIGESTS_SHA256.md}. \item \emph{Archive-equivalent inclusion}: a rep
main.tex	7265	theorem	thm:support-surface-invariant-compression	Support-surface invariant compression	Review-bundle and archive-equivalence condition	\label{thm:support-surface-invariant-compression} Let $\mathcal S$ be the family of support-surface and post-inventory claims in Theorems~\ref{thm:final-support-surface-closure}, \ref{thm:workspace-final-package-reconciliation}, \ref{thm:support-surface-normal-form}, and \ref{thm:post-inventory-package-fixed-point}, together with Corollary~\ref{cor:stable-replay-post-inventory-tuple}. For the current package, every member of $\mathcal S$ is a projection of the same finite support tuple \[ \Sigma
main.tex	7330	theorem	thm:upload-or-archive-instantiation-boundary	Upload instantiation boundary	Review-bundle and archive-equivalence condition	\label{thm:upload-or-archive-instantiation-boundary} Before the bundle-backed claims of this supplement are treated as part of a completed venue submission, the external submission record must instantiate one support-surface branch selected by Proposition~\ref{prop:final-package-shape-convention} and Theorems~\ref{thm:final-support-surface-closure} and \ref{thm:support-surface-normal-form}. Either it must record that \path{review_bundle/} was uploaded exactly with digest manifest $D_0$ and with 
main.tex	7373	corollary	cor:upload-or-archive-instantiation-record	Upload-or-archive instantiation record	Review-bundle and archive-equivalence condition	\label{cor:upload-or-archive-instantiation-record} The bundle-backed support claims of the current package may be used only under the external-record condition of Theorem~\ref{thm:upload-or-archive-instantiation-boundary}. In particular, \path{review_bundle/FINAL_DIGESTS_SHA256.md} is a local byte-level packaging manifest and not, by itself, an upload receipt, DOI, or proof that the public branch/path locator already contains the matching bytes. Thus the current package has a conditional local-s
main.tex	7396	proposition	prop:no-external-instantiation-from-local-bundle-records	No external instantiation from local bundle records	Review-bundle and archive-equivalence condition	\label{prop:no-external-instantiation-from-local-bundle-records} In the current source package, the rows of \path{review_bundle/FINAL_DIGESTS_SHA256.md}, the manifest fields of \path{review_bundle/REVIEW_BUNDLE_MANIFEST.json}, the bibliography entries \cite{automath-publication-pipeline,auditable-pipeline-review-bundle}, and the support notes in this supplement instantiate only a local exact-inclusion support mode and name the public branch/path archive-equivalent coordinate. They do not by them
main.tex	7440	proposition	prop:upload-or-archive-instantiation-update-protocol	Upload-or-archive instantiation update protocol	Review-bundle and archive-equivalence condition	\label{prop:upload-or-archive-instantiation-update-protocol} Suppose a later venue upload receipt or archive-equivalent locator is to be used to replace the current no-receipt boundary of Corollary~\ref{cor:upload-or-archive-instantiation-record} by an externally instantiated submitted-support claim. Then the replacement is accepted by the finite-record interface if and only if one of the two following finite update protocols is performed. The manuscript surfaces in the statement are precisely \
main.tex	7531	corollary	cor:current-no-receipt-support-surface-non-escalation	Current no-receipt support-surface non-escalation	Review-bundle and archive-equivalence condition	\label{cor:current-no-receipt-support-surface-non-escalation} In the current source package the records \path{review_bundle/FINAL_DIGESTS_SHA256.md}, \path{review_bundle/REVIEW_BUNDLE_MANIFEST.json}, \path{review_bundle/current_package_pass_records.json}, and \path{theorem_inventory.json} contain no venue upload receipt, public DOI, or institutional archive identifier for \path{review_bundle/}. They do record the public automath branch/path coordinate as an archive-equivalent locator, but only u
main.tex	7584	corollary	cor:fresh-inventory-digest-instance-this-source-state	Fresh inventory digest instance for this source state	Review-bundle and archive-equivalence condition	\label{cor:fresh-inventory-digest-instance-this-source-state} In the present source state, the regenerated files \path{theorem_inventory.json} and \path{theorem_inventory.md} are closed as local exact-inclusion coordinates only after their SHA-256 rows in \path{review_bundle/FINAL_DIGESTS_SHA256.md} are recomputed from the bytes of those two files and the finite command-boundary table names that refreshed manifest state. This corollary supplies no upload receipt, archive locator, extractor-compl
main.tex	7616	theorem	thm:digest-closure-refresh-criterion	Digest-closure refresh criterion for final package claims	Review-bundle and archive-equivalence condition	\label{thm:digest-closure-refresh-criterion} For the current presentation package, any claim that a submitted support surface has exact final digests is accepted only for a closed finite state $D$ satisfying all of the following conditions. \begin{enumerate} \item The digest manifest \path{review_bundle/FINAL_DIGESTS_SHA256.md} contains SHA-256 rows for \path{main.tex}, \path{submission_abstract.tex}, \path{references.bib}, \path{source_interface_record.json}, \path{theorem_inventory.json}, \pat
main.tex	7685	theorem	thm:submission-support-refresh-rigidity	Submission support refresh rigidity	Review-bundle and archive-equivalence condition	\label{thm:submission-support-refresh-rigidity} Let $S$ be a source package for this presentation route, and suppose $S$ changes one of the following four support coordinates after the last accepted digest manifest was written: \begin{enumerate} \item the theorem-obligation inventory bytes in \path{theorem_inventory.json} or \path{theorem_inventory.md}; \item a verifier or extractor log used to support a command-result claim; \item the primary-source line-span coordinate checked by \path{review_
main.tex	7757	proposition	prop:primary-architectural-fallback-without-external-support	Primary architectural fallback without external support	Review-bundle and archive-equivalence condition	\label{prop:primary-architectural-fallback-without-external-support} Assume the current source package is used without an upload receipt for the exact \path{review_bundle/} directory and without an archive-equivalent replacement satisfying Audit record~\ref{audit:review-bundle-archive-equivalence}. Then the primary presentation article may assert only the source-level architecture and path-verified local-package claims whose evidence surfaces are visible outside the missing bundle. In particular
main.tex	7823	theorem	thm:deterministic-theorem-environment-extractor-boundary	Deterministic theorem-environment extractor boundary	Review-bundle and archive-equivalence condition	\label{thm:deterministic-theorem-environment-extractor-boundary} Let the theorem-like environment domain $\mathcal E$ for this package consist of the five environment names \path{definition}, \path{lemma}, \path{proposition}, \path{theorem}, and \path{corollary}. The command \path{python review_bundle/extract_theorem_environments.py} run on \path{main.tex} and \path{theorem_inventory.json} is a deterministic syntactic extractor for the following finite claim only: every labelled environment in \
main.tex	7870	theorem	thm:extractor-domain-exactness-non-gluing	Extractor-domain exactness and non-gluing	Review-bundle and archive-equivalence condition	\label{thm:extractor-domain-exactness-non-gluing} For the submitted theorem-inventory surface, the command \path{python review_bundle/extract_theorem_environments.py} is exact for one domain and impossible to glue beyond that domain without an added finite coordinate. Its exact domain is the syntactic label-coverage predicate on \[ \mathcal E=\{\texttt{definition},\texttt{lemma},\texttt{proposition}, \texttt{theorem},\texttt{corollary}\}. \] An exit-code-zero run proves precisely that the source
main.tex	7931	theorem	thm:final-byte-extractor-inventory-inclusion	Final-byte extractor inventory inclusion	Review-bundle and archive-equivalence condition	\label{thm:final-byte-extractor-inventory-inclusion} Fix a manuscript source byte string $M$, an inventory byte string $J$, and the extractor byte string \path{review_bundle/extract_theorem_environments.py}. Let $T(M)$ be the finite set of labels obtained by running that extractor on the five-environment domain $\mathcal E$ of Theorem~\ref{thm:deterministic-theorem-environment-extractor-boundary}, and let $I(J)$ be the finite set of inventory labels read from $J$ with the accepted theorem-label 
main.tex	8001	theorem	thm:theorem-inventory-proofchecker-obstruction	Theorem-inventory proof-checker obstruction	Review-bundle and archive-equivalence condition	\label{thm:theorem-inventory-proofchecker-obstruction} Let $\mathcal E$ be the five-environment domain \{\path{definition}, \path{lemma}, \path{proposition}, \path{theorem}, \path{corollary}\} in \path{main.tex}. The finite theorem-inventory support surface consisting of \path{theorem_inventory.json}, \path{theorem_inventory.md}, and the output of \path{python review_bundle/extract_theorem_environments.py} classifies exactly labelled-environment coverage in $\mathcal E$: every labelled environme
main.tex	8049	theorem	prop:manual-theorem-inventory-boundary	Theorem-inventory boundary	Review-bundle and archive-equivalence condition	\label{prop:manual-theorem-inventory-boundary} This theorem retains the legacy cross-reference label \path{prop:manual-theorem-inventory-boundary} for compatibility with earlier acceptance-ledger entries; its environment category is \path{theorem}, not \path{proposition}. The file \path{theorem_inventory.json} is a theorem-obligation inventory record whose current support has two finite parts. First, it is an obligation ledger selected by finite-record review and connected to the manifest and ac
main.tex	8101	proposition	prop:regenerated-theorem-inventory-digest-closure	Regenerated theorem-inventory digest closure	Review-bundle and archive-equivalence condition	\label{prop:regenerated-theorem-inventory-digest-closure} Suppose a theorem-inventory pass regenerates either \path{theorem_inventory.json} or \path{theorem_inventory.md} after the package has selected the exact-inclusion support branch. Then the final support-surface claims of Theorem~\ref{thm:final-support-surface-closure}, the submitted theorem-ledger claim of Theorem~\ref{thm:theorem-obligation-ledger-boundary}, and the command boundary of Proposition~\ref{audit:command-run-boundary-inventor
main.tex	8150	corollary	cor:current-theorem-inventory-digest-instance	Current theorem-inventory digest instance	Review-bundle and archive-equivalence condition	\label{cor:current-theorem-inventory-digest-instance} For the present local support package, after \path{theorem_inventory.json} and \path{theorem_inventory.md} have been regenerated, the submitted theorem-obligation ledger may be cited in Theorem~\ref{thm:theorem-obligation-ledger-boundary} only through the refreshed digest rows for those two files in \path{review_bundle/FINAL_DIGESTS_SHA256.md} and through fresh finite-record verifier logs produced after the regenerated inventory files are pre
main.tex	8186	proposition	prop:post-inventory-fixed-point-support-certificate	Post-inventory fixed-point support certificate	Review-bundle and archive-equivalence condition	\label{prop:post-inventory-fixed-point-support-certificate} In the present package state, the two regenerated theorem-inventory files are accepted by the exact-inclusion theorem-ledger chain only at the following finite fixed point: the rows of \path{review_bundle/FINAL_DIGESTS_SHA256.md} name \path{theorem_inventory.json} and \path{theorem_inventory.md}; the same digest manifest names the refreshed logs \path{review_bundle/certificate_verification_run.log}, \path{review_bundle/source_interface_
