file	line	env	title	label	has_following_proof	flag	snippet
sec_fredholm_threshold_classification.tex	282	theorem	Collapsed-multiset normal realisation and determinant classification	thm:collapsed-multiset-normal-realisation	yes	no	\label{thm:collapsed-multiset-normal-realisation} Let \(M:\CC^\times\to\NN\cup\{0\}\) have countable support \[ \Sigma_M:=\{\lambda\in\CC^\times:M(\lambda)\neq0\} \] and satisfy \[ \tau_M:=\sum_{\lam
sec_fredholm_threshold_classification.tex	360	corollary	Intrinsic normal trace-class realisability criterion	cor:arbitrary-collapsed-multiset-normal-realisation	yes	no	\label{cor:arbitrary-collapsed-multiset-normal-realisation} Let \(M:\CC^\times\to\NN\cup\{0\}\) have countable support. Then the following are equivalent: \begin{enumerate}[label=\textup{(\roman*)}] \item Th
sec_fredholm_threshold_classification.tex	423	theorem	Cyclic-block realisation of prescribed cyclic zero divisors and normal classification	thm:cyclic-fredholm-realisation	yes	no	\label{thm:cyclic-fredholm-realisation} Let \(\mathcal D=\{(n_j,\beta_j,m_j)\}_{j\in J}\) be a countable family with \[ n_j,m_j\in\NN,\qquad \beta_j\in\CC\setminus\{0\}, \] and assume that \[ \
sec_fredholm_threshold_classification.tex	580	remark	A nonnormal obstruction at fixed determinant	rem:nonnormal-obstruction-after-realisation	no	no	\label{rem:nonnormal-obstruction-after-realisation} The normality hypothesis in \Cref{thm:cyclic-fredholm-realisation} cannot be removed. Let \((e_n)_{n\ge1}\) be the standard orthonormal basis of \(\ell^2(\NN)\
sec_fredholm_threshold_classification.tex	628	definition	Block-cyclic normal realisation	def:block-cyclic-normal-realisation	no	no	\label{def:block-cyclic-normal-realisation} A normal operator \(L\in \sone(H)\) satisfying \Cref{thm:cyclic-fredholm-realisation}\textup{(ii)} is called a block-cyclic normal realisation of the Euler data \(\m
sec_fredholm_threshold_classification.tex	640	lemma	Algebraic range and closed support of a cyclic direct sum	lem:cyclic-sum-range-closure	yes	no	\label{lem:cyclic-sum-range-closure} This lemma uses the support convention of \Cref{def:closed-nonzero-support}: closed support means \(\mathsf S(L)=\overline{\Ran L}\) for normal trace-class \(L\), while the
sec_fredholm_threshold_classification.tex	714	corollary	Support, range, and trace budget of a block-cyclic realisation	cor:block-cyclic-rigidity	yes	no	\label{cor:block-cyclic-rigidity} Let \(L\) be a block-cyclic normal realisation of \(\mathcal D\) in the sense of \Cref{def:block-cyclic-normal-realisation}. Let \(U:H\to H_0\oplus H_{\mathcal D}\) be any unita
sec_fredholm_threshold_classification.tex	774	remark	Sharpness of the summability condition	rem:summability-sharpness	no	no	\label{rem:summability-sharpness} \Cref{thm:normal-realizability-threshold} packages the exact ``if and only if'' statement: \[ \sum_{j\in J}m_j n_j\abs{\beta_j}^{1/n_j}<\infty \] is exactly the criterio
sec_fredholm_threshold_classification.tex	788	corollary	Finite Euler products give finite-rank determinant models	cor:finite-rank-realisation	yes	no	\label{cor:finite-rank-realisation} If \(J\) is finite in \Cref{thm:cyclic-fredholm-realisation}, then \(L_{\mathcal D}\) is finite-rank. As an immediate specialization, every finite reciprocal Euler product \
sec_fredholm_witt_cyclic.tex	15	proposition	Connecting Fredholm--Witt identity	prop:fredholm-witt-bridge	yes	no	\label{prop:fredholm-witt-bridge} The following is a direct consequence of the classical Fredholm determinant identity; we record it here to fix notation and to make the Euler-product structure explicit. For eve
sec_fredholm_witt_cyclic.tex	100	remark	Arithmetic flexibility	rem:witt-arithmetic-flexibility	no	no	\label{rem:witt-arithmetic-flexibility} In the finite-state setting of \Cref{thm:primitive-symbolic-exclusion}, the corresponding coordinates count primitive periodic orbits and are non-negative integers. For a
sec_fredholm_witt_cyclic.tex	110	remark	Witt coordinates are not cyclic divisor multiplicities	rem:witt-versus-cyclic-data	no	no	\label{rem:witt-versus-cyclic-data} For a trace-class operator \(T\), \Cref{prop:fredholm-witt-bridge} associates the Witt coordinates \[ p_n(T)=\frac{1}{n}\sum_{d\mid n}\mu(d)\,\Tr(T^{n/d}) \qquad (n\ge
sec_fredholm_witt_cyclic.tex	136	proposition	Compatibility of cyclic zero divisors with Witt coordinates	prop:cyclic-witt-compatibility	yes	no	\label{prop:cyclic-witt-compatibility} Let \(\mathcal D=\{(n_j,\beta_j,m_j)\}_{j\in J}\) satisfy \[ n_j,m_j\in\NN,\qquad \beta_j\in\CC\setminus\{0\},\qquad \sum_{j\in J}m_j n_j\abs{\beta_j}^{1/n_j}<\in
sec_preliminaries.tex	4	proposition	Classical finite-state zeta determinant and Euler product	thm:primitive-symbolic-exclusion	yes	no	\label{thm:primitive-symbolic-exclusion} Let \(A\) be a finite square matrix with entries in \(\NN\), regarded as the adjacency matrix of a finite directed graph with possible multiple edges. Put \(a_n(A)=\Tr(A^
sec_preliminaries.tex	63	corollary	Primitive symbolic Euler data are not trace-class summable	cor:primitive-symbolic-summability-exclusion	yes	no	\label{cor:primitive-symbolic-summability-exclusion} Let \(A\) be a primitive \(0\)-\(1\) adjacency matrix for a finite one-sided subshift of finite type. Thus multiple edges are not encoded in this corollary. W
sec_preliminaries.tex	93	remark	Role of the symbolic product	rem:symbolic-product-role	no	no	\label{rem:symbolic-product-role} For primitive finite matrices, the numbers \(p_n(A)\) are non-negative integers because they count primitive periodic orbits. This arithmetic feature belongs to the finite-state
